layer_z,score_percent,machine_x_mm,machine_y_mm,raw_image_x_px,raw_image_y_px
tensor(226),72.3334789276123,62.23225551046298,-47.57188112055833,408.203125,326.171875
tensor(226),71.90913558006287,57.2035626302204,-44.85836470392069,484.375,378.90625
tensor(227),71.85603380203247,64.36889148080829,-42.7139470925483,378.90625,414.0625
tensor(227),71.12515568733215,60.44315776410747,-42.19208319076278,437.5,425.78125
tensor(227),70.72024941444397,56.54302390934194,-40.37756267539849,496.09375,460.9375
tensor(227),70.55125832557678,61.02905869919514,-36.35705556928718,431.640625,531.25
tensor(227),72.4699318408966,58.34478054737188,-33.174531429717554,472.65625,589.84375
tensor(228),71.42427563667297,70.48179660028838,-46.99225099721994,285.15625,332.03125
tensor(228),71.14319205284119,68.24504781367035,-44.19499989754164,320.3125,384.765625
tensor(228),71.49829864501953,62.35252180133916,-44.058073207793896,408.203125,390.625
tensor(228),71.06702327728271,54.567777793594395,-40.114039217252035,525.390625,466.796875
tensor(228),72.04338908195496,64.64891903331309,-34.9505055450715,378.90625,554.6875
tensor(228),70.31780481338501,56.60440746439769,-9.816126591830377,507.8125,1000.0
tensor(229),71.60005569458008,62.724513772786004,-44.68640302306013,402.34375,378.90625
tensor(229),71.98031544685364,70.04206169913643,-38.680827675291354,296.875,484.375
tensor(229),71.78420424461365,63.47993685488441,-34.332941612167566,396.484375,566.40625
tensor(229),72.20150232315063,58.50357342891822,-27.910445306775266,472.65625,683.59375
tensor(229),72.22045660018921,51.39404489325137,12.402041377301963,589.84375,1375.0
tensor(230),70.35713791847229,66.50145787442194,-48.70571676447428,343.75,302.734375
tensor(230),72.64943718910217,62.23165370232898,-35.99681396378311,414.0625,537.109375
tensor(230),72.29543328285217,59.60292302914935,-31.172685047163636,455.078125,625.0
tensor(231),71.07856869697571,67.65128818032836,-49.30229834481694,326.171875,291.015625
tensor(231),71.29961848258972,63.79195672419519,-47.840171069699586,384.765625,320.3125
tensor(231),72.14472889900208,59.13682181121553,-46.07654962308815,455.078125,355.46875
tensor(231),72.59294986724854,63.76257297000067,-37.57429260489488,390.625,507.8125
tensor(231),70.0485348701477,59.592651797546374,-31.5011138067307,455.078125,619.140625
tensor(231),70.1589822769165,58.300872957610146,-21.26814494414376,478.515625,800.78125
tensor(232),71.3721215724945,66.31532501631283,-43.295047774337455,349.609375,402.34375
tensor(232),72.05742001533508,70.65596917272278,-42.84098754238159,285.15625,408.203125
tensor(232),72.04790711402893,61.23347959577655,-42.167904504524614,425.78125,425.78125
tensor(232),70.80568075180054,63.09359241851725,-34.01802203842821,402.34375,572.265625
tensor(233),71.5410053730011,70.45512083244253,-47.62804651106251,285.15625,320.3125
tensor(233),70.20489573478699,52.22399948783102,-38.56518910575435,560.546875,496.09375
tensor(233),73.00757169723511,67.351990089713,-36.82016233074194,337.890625,519.53125
tensor(234),71.98261618614197,70.73916573997226,-50.151009760019335,279.296875,273.4375
tensor(234),71.41118049621582,67.65128818032836,-49.30229834481694,326.171875,291.015625
