candidate_rank,orientation,screen_A_to_D_machine_parts,part,layer_z,stage,led,filter,registered_column_1_based,sample_count,in_frame_fraction,valid_fraction,pearson_r,spearman_r,abs_spearman_r
2,mirror_rotate_270,part04;part03;part02;part01,part01,150,A,2,original,23,3983,1.0,0.9798277982779828,0.06674060209480867,0.05887022906811995,0.05887022906811995
2,mirror_rotate_270,part04;part03;part02;part01,part01,150,A,2,mean3,24,3983,1.0,0.9798277982779828,0.07875142939362138,0.07122591948477847,0.07122591948477847
2,mirror_rotate_270,part04;part03;part02;part01,part01,150,A,2,mean5,25,3983,1.0,0.9798277982779828,0.08913296554934651,0.08236416532365708,0.08236416532365708
2,mirror_rotate_270,part04;part03;part02;part01,part01,150,A,3,original,26,4064,1.0,0.9997539975399754,0.011034267241089793,0.0075325648038030955,0.0075325648038030955
2,mirror_rotate_270,part04;part03;part02;part01,part01,150,A,3,mean3,27,4064,1.0,0.9997539975399754,0.0112888435742716,0.006808165906178768,0.006808165906178768
2,mirror_rotate_270,part04;part03;part02;part01,part01,150,A,3,mean5,28,4064,1.0,0.9997539975399754,0.017498209257154528,0.00881161630631861,0.00881161630631861
2,mirror_rotate_270,part04;part03;part02;part01,part01,150,B,1,original,29,2871,1.0,0.7062730627306273,0.2516557149808172,0.3025878460135108,0.3025878460135108
2,mirror_rotate_270,part04;part03;part02;part01,part01,150,B,1,mean3,30,2871,1.0,0.7062730627306273,0.26981729838728014,0.32132909985248415,0.32132909985248415
2,mirror_rotate_270,part04;part03;part02;part01,part01,150,B,1,mean5,31,2871,1.0,0.7062730627306273,0.2998712339451949,0.3479788118519952,0.3479788118519952
2,mirror_rotate_270,part04;part03;part02;part01,part01,150,B,2,original,32,4014,1.0,0.9874538745387453,0.6008509611822873,0.6732590637781601,0.6732590637781601
2,mirror_rotate_270,part04;part03;part02;part01,part01,150,B,2,mean3,33,4014,1.0,0.9874538745387453,0.632924827239023,0.6859230008493095,0.6859230008493095
2,mirror_rotate_270,part04;part03;part02;part01,part01,150,B,2,mean5,34,4014,1.0,0.9874538745387453,0.6663290806627253,0.6969156956201527,0.6969156956201527
2,mirror_rotate_270,part04;part03;part02;part01,part01,150,B,3,original,35,3449,1.0,0.8484624846248463,0.3326563646088786,0.32656681751760336,0.32656681751760336
2,mirror_rotate_270,part04;part03;part02;part01,part01,150,B,3,mean3,36,3449,1.0,0.8484624846248463,0.36161737193052756,0.3556341306867925,0.3556341306867925
2,mirror_rotate_270,part04;part03;part02;part01,part01,150,B,3,mean5,37,3449,1.0,0.8484624846248463,0.38644425605881444,0.37953367277721756,0.37953367277721756
