candidate_rank,orientation,screen_A_to_D_machine_parts,part,layer_z,stage,led,filter,registered_column_1_based,sample_count,in_frame_fraction,valid_fraction,pearson_r,spearman_r,abs_spearman_r
1,mirror_rotate_90,part01;part02;part03;part04,part03,125,B,2,mean3,33,3765,1.0,0.9723657024793388,0.25148168839809004,0.34283217716522996,0.34283217716522996
1,mirror_rotate_90,part01;part02;part03;part04,part03,125,B,2,mean5,34,3765,1.0,0.9723657024793388,0.2615089763758664,0.35407624052783077,0.35407624052783077
1,mirror_rotate_90,part01;part02;part03;part04,part03,125,B,3,original,35,3796,1.0,0.9803719008264463,0.31662722285604783,0.38750669609566096,0.38750669609566096
1,mirror_rotate_90,part01;part02;part03;part04,part03,125,B,3,mean3,36,3796,1.0,0.9803719008264463,0.32273905220021637,0.3941699364481147,0.3941699364481147
1,mirror_rotate_90,part01;part02;part03;part04,part03,125,B,3,mean5,37,3796,1.0,0.9803719008264463,0.32924611537468035,0.40188343231824575,0.40188343231824575
1,mirror_rotate_90,part01;part02;part03;part04,part04,125,A,1,original,20,2394,1.0,0.6182851239669421,0.03608832433034103,0.0253408761979329,0.0253408761979329
1,mirror_rotate_90,part01;part02;part03;part04,part04,125,A,1,mean3,21,2394,1.0,0.6182851239669421,0.05098900053476687,0.013977137392150093,0.013977137392150093
1,mirror_rotate_90,part01;part02;part03;part04,part04,125,A,1,mean5,22,2394,1.0,0.6182851239669421,0.06431292359184157,0.025274090374068938,0.025274090374068938
1,mirror_rotate_90,part01;part02;part03;part04,part04,125,A,2,original,23,3791,1.0,0.9790805785123967,0.05410091306313769,0.030607631128577433,0.030607631128577433
1,mirror_rotate_90,part01;part02;part03;part04,part04,125,A,2,mean3,24,3791,1.0,0.9790805785123967,0.06932695867434324,0.035290481799501824,0.035290481799501824
1,mirror_rotate_90,part01;part02;part03;part04,part04,125,A,2,mean5,25,3791,1.0,0.9790805785123967,0.08583057513351823,0.03705148999419046,0.03705148999419046
1,mirror_rotate_90,part01;part02;part03;part04,part04,125,A,3,original,26,3870,1.0,0.9994834710743802,-0.06316840872778327,-0.05947537683128734,0.05947537683128734
1,mirror_rotate_90,part01;part02;part03;part04,part04,125,A,3,mean3,27,3870,1.0,0.9994834710743802,-0.07054097682432434,-0.06700023007578652,0.06700023007578652
1,mirror_rotate_90,part01;part02;part03;part04,part04,125,A,3,mean5,28,3870,1.0,0.9994834710743802,-0.08440480035251034,-0.08040669790590482,0.08040669790590482
1,mirror_rotate_90,part01;part02;part03;part04,part04,125,B,1,original,29,2306,1.0,0.5955578512396694,0.2692927797786398,0.3177197930008743,0.3177197930008743
1,mirror_rotate_90,part01;part02;part03;part04,part04,125,B,1,mean3,30,2306,1.0,0.5955578512396694,0.2750571825992754,0.320418501261422,0.320418501261422
1,mirror_rotate_90,part01;part02;part03;part04,part04,125,B,1,mean5,31,2306,1.0,0.5955578512396694,0.28349414588272603,0.32280027701406555,0.32280027701406555
1,mirror_rotate_90,part01;part02;part03;part04,part04,125,B,2,original,32,3825,1.0,0.9878615702479339,0.24745491817739382,0.33122589331915847,0.33122589331915847
1,mirror_rotate_90,part01;part02;part03;part04,part04,125,B,2,mean3,33,3825,1.0,0.9878615702479339,0.25096741070771594,0.33508221013193595,0.33508221013193595
1,mirror_rotate_90,part01;part02;part03;part04,part04,125,B,2,mean5,34,3825,1.0,0.9878615702479339,0.25283594193176784,0.33816272162614575,0.33816272162614575
1,mirror_rotate_90,part01;part02;part03;part04,part04,125,B,3,original,35,3749,1.0,0.9682334710743802,0.35361990268721755,0.3575805380567443,0.3575805380567443
1,mirror_rotate_90,part01;part02;part03;part04,part04,125,B,3,mean3,36,3749,1.0,0.9682334710743802,0.35826175681912203,0.36241247168315716,0.36241247168315716
1,mirror_rotate_90,part01;part02;part03;part04,part04,125,B,3,mean5,37,3749,1.0,0.9682334710743802,0.3661513932655945,0.37057660928678793,0.37057660928678793
1,mirror_rotate_90,part01;part02;part03;part04,part01,150,A,1,original,20,134,1.0,0.03296432964329643,-0.12892406001097179,-0.06655092015939536,0.06655092015939536
1,mirror_rotate_90,part01;part02;part03;part04,part01,150,A,1,mean3,21,134,1.0,0.03296432964329643,-0.11521770431906565,-0.06448549323680867,0.06448549323680867
1,mirror_rotate_90,part01;part02;part03;part04,part01,150,A,1,mean5,22,134,1.0,0.03296432964329643,-0.12565578777026803,-0.094802180008524,0.094802180008524
1,mirror_rotate_90,part01;part02;part03;part04,part01,150,A,2,original,23,1608,1.0,0.3955719557195572,0.01011154674150573,0.019438359923241475,0.019438359923241475
1,mirror_rotate_90,part01;part02;part03;part04,part01,150,A,2,mean3,24,1608,1.0,0.3955719557195572,0.011245999586559443,0.02060876831560854,0.02060876831560854
1,mirror_rotate_90,part01;part02;part03;part04,part01,150,A,2,mean5,25,1608,1.0,0.3955719557195572,0.00985836062995447,0.018971130430697838,0.018971130430697838
1,mirror_rotate_90,part01;part02;part03;part04,part01,150,A,3,original,26,4062,1.0,0.9992619926199262,-0.03752120650416284,-0.02733366969312249,0.02733366969312249
1,mirror_rotate_90,part01;part02;part03;part04,part01,150,A,3,mean3,27,4062,1.0,0.9992619926199262,-0.03517408279978736,-0.025846397945235793,0.025846397945235793
1,mirror_rotate_90,part01;part02;part03;part04,part01,150,A,3,mean5,28,4062,1.0,0.9992619926199262,-0.04069776171203544,-0.03268876998232805,0.03268876998232805
1,mirror_rotate_90,part01;part02;part03;part04,part01,150,B,1,original,29,323,1.0,0.07945879458794589,-0.26109149513844376,-0.16237732162935922,0.16237732162935922
1,mirror_rotate_90,part01;part02;part03;part04,part01,150,B,1,mean3,30,323,1.0,0.07945879458794589,-0.25717828387044894,-0.14330841117116416,0.14330841117116416
1,mirror_rotate_90,part01;part02;part03;part04,part01,150,B,1,mean5,31,323,1.0,0.07945879458794589,-0.26489772381594007,-0.14710823595503153,0.14710823595503153
1,mirror_rotate_90,part01;part02;part03;part04,part01,150,B,2,original,32,2608,1.0,0.6415744157441574,-0.0008453689833635854,0.0014841466282258344,0.0014841466282258344
1,mirror_rotate_90,part01;part02;part03;part04,part01,150,B,2,mean3,33,2608,1.0,0.6415744157441574,-0.0035551537563323996,0.0047259313413027864,0.0047259313413027864
1,mirror_rotate_90,part01;part02;part03;part04,part01,150,B,2,mean5,34,2608,1.0,0.6415744157441574,-0.005052635890531973,0.009044709697682824,0.009044709697682824
1,mirror_rotate_90,part01;part02;part03;part04,part01,150,B,3,original,35,3972,1.0,0.9771217712177122,-0.04710172134481791,-0.027854348377620623,0.027854348377620623
1,mirror_rotate_90,part01;part02;part03;part04,part01,150,B,3,mean3,36,3972,1.0,0.9771217712177122,-0.05336308463061863,-0.03212860376165712,0.03212860376165712
1,mirror_rotate_90,part01;part02;part03;part04,part01,150,B,3,mean5,37,3972,1.0,0.9771217712177122,-0.06276677702953554,-0.03945921629861836,0.03945921629861836
1,mirror_rotate_90,part01;part02;part03;part04,part02,150,A,1,original,20,142,1.0,0.034932349323493234,-0.06554732080254802,-0.058694950414744845,0.058694950414744845
1,mirror_rotate_90,part01;part02;part03;part04,part02,150,A,1,mean3,21,142,1.0,0.034932349323493234,-0.07823483177354573,-0.04065453503739082,0.04065453503739082
1,mirror_rotate_90,part01;part02;part03;part04,part02,150,A,1,mean5,22,142,1.0,0.034932349323493234,-0.06375721110276855,-0.014396069790296145,0.014396069790296145
1,mirror_rotate_90,part01;part02;part03;part04,part02,150,A,2,original,23,2926,1.0,0.7198031980319803,-0.020795184303493554,-0.023714840071954114,0.023714840071954114
1,mirror_rotate_90,part01;part02;part03;part04,part02,150,A,2,mean3,24,2926,1.0,0.7198031980319803,-0.014417901933759072,-0.01648566420664313,0.01648566420664313
1,mirror_rotate_90,part01;part02;part03;part04,part02,150,A,2,mean5,25,2926,1.0,0.7198031980319803,-0.010225134021797175,-0.012283878066499084,0.012283878066499084
1,mirror_rotate_90,part01;part02;part03;part04,part02,150,A,3,original,26,4065,1.0,1.0,-0.039798120658711425,-0.04179566729809195,0.04179566729809195
1,mirror_rotate_90,part01;part02;part03;part04,part02,150,A,3,mean3,27,4065,1.0,1.0,-0.03867894836846098,-0.044371794257032714,0.044371794257032714
1,mirror_rotate_90,part01;part02;part03;part04,part02,150,A,3,mean5,28,4065,1.0,1.0,-0.03591603770508134,-0.042948528549835864,0.042948528549835864
1,mirror_rotate_90,part01;part02;part03;part04,part02,150,B,1,original,29,909,1.0,0.22361623616236162,-0.1318634864394203,-0.1229710484009957,0.1229710484009957
1,mirror_rotate_90,part01;part02;part03;part04,part02,150,B,1,mean3,30,909,1.0,0.22361623616236162,-0.12583372098129433,-0.12131864410420835,0.12131864410420835
1,mirror_rotate_90,part01;part02;part03;part04,part02,150,B,1,mean5,31,909,1.0,0.22361623616236162,-0.126015792707925,-0.1315170534647744,0.1315170534647744
1,mirror_rotate_90,part01;part02;part03;part04,part02,150,B,2,original,32,3412,1.0,0.839360393603936,-0.01550575836994275,-0.020407054962851924,0.020407054962851924
1,mirror_rotate_90,part01;part02;part03;part04,part02,150,B,2,mean3,33,3412,1.0,0.839360393603936,-0.017239516993434515,-0.01932513606029863,0.01932513606029863
1,mirror_rotate_90,part01;part02;part03;part04,part02,150,B,2,mean5,34,3412,1.0,0.839360393603936,-0.020331058634080777,-0.018757454279018888,0.018757454279018888
1,mirror_rotate_90,part01;part02;part03;part04,part02,150,B,3,original,35,3876,1.0,0.9535055350553505,-0.0972284130246827,-0.09997988428067629,0.09997988428067629
1,mirror_rotate_90,part01;part02;part03;part04,part02,150,B,3,mean3,36,3876,1.0,0.9535055350553505,-0.1041699613191927,-0.10627683654345114,0.10627683654345114
1,mirror_rotate_90,part01;part02;part03;part04,part02,150,B,3,mean5,37,3876,1.0,0.9535055350553505,-0.11437687285315612,-0.11507926057710312,0.11507926057710312
1,mirror_rotate_90,part01;part02;part03;part04,part03,150,A,1,original,20,666,1.0,0.16383763837638377,-0.00386929049030365,-0.007865226707466436,0.007865226707466436
1,mirror_rotate_90,part01;part02;part03;part04,part03,150,A,1,mean3,21,666,1.0,0.16383763837638377,0.026740309605795362,0.016203656927869393,0.016203656927869393
1,mirror_rotate_90,part01;part02;part03;part04,part03,150,A,1,mean5,22,666,1.0,0.16383763837638377,0.029090410190312405,0.02994099826954936,0.02994099826954936
1,mirror_rotate_90,part01;part02;part03;part04,part03,150,A,2,original,23,3601,1.0,0.8858548585485855,0.008762640972125538,-0.0023629406835429306,0.0023629406835429306
1,mirror_rotate_90,part01;part02;part03;part04,part03,150,A,2,mean3,24,3601,1.0,0.8858548585485855,0.01208708847742867,0.00036485767109678823,0.00036485767109678823
1,mirror_rotate_90,part01;part02;part03;part04,part03,150,A,2,mean5,25,3601,1.0,0.8858548585485855,0.01028711702040723,-0.0019618165507607707,0.0019618165507607707
1,mirror_rotate_90,part01;part02;part03;part04,part03,150,A,3,original,26,4063,1.0,0.9995079950799508,-0.04171887709879185,-0.0429395349133872,0.0429395349133872
1,mirror_rotate_90,part01;part02;part03;part04,part03,150,A,3,mean3,27,4063,1.0,0.9995079950799508,-0.050498715485595,-0.051133241099196675,0.051133241099196675
1,mirror_rotate_90,part01;part02;part03;part04,part03,150,A,3,mean5,28,4063,1.0,0.9995079950799508,-0.06189061825042028,-0.06349730913711621,0.06349730913711621
1,mirror_rotate_90,part01;part02;part03;part04,part03,150,B,1,original,29,1604,1.0,0.3945879458794588,-0.18275144087306586,-0.13742866308943452,0.13742866308943452
1,mirror_rotate_90,part01;part02;part03;part04,part03,150,B,1,mean3,30,1604,1.0,0.3945879458794588,-0.18588581171736238,-0.15090669886219918,0.15090669886219918
1,mirror_rotate_90,part01;part02;part03;part04,part03,150,B,1,mean5,31,1604,1.0,0.3945879458794588,-0.19398705491975066,-0.16273192198987596,0.16273192198987596
1,mirror_rotate_90,part01;part02;part03;part04,part03,150,B,2,original,32,3655,1.0,0.8991389913899139,-0.0034169375253800126,0.013862811540504467,0.013862811540504467
1,mirror_rotate_90,part01;part02;part03;part04,part03,150,B,2,mean3,33,3655,1.0,0.8991389913899139,-0.0030883650772468275,0.016227954621884064,0.016227954621884064
1,mirror_rotate_90,part01;part02;part03;part04,part03,150,B,2,mean5,34,3655,1.0,0.8991389913899139,-0.0046273176647578474,0.015165266765903027,0.015165266765903027
1,mirror_rotate_90,part01;part02;part03;part04,part03,150,B,3,original,35,3736,1.0,0.9190651906519065,-0.1134547142112062,-0.10572701128344637,0.10572701128344637
1,mirror_rotate_90,part01;part02;part03;part04,part03,150,B,3,mean3,36,3736,1.0,0.9190651906519065,-0.12759204600690277,-0.11423711857075401,0.11423711857075401
1,mirror_rotate_90,part01;part02;part03;part04,part03,150,B,3,mean5,37,3736,1.0,0.9190651906519065,-0.1391635035995041,-0.12186521489241149,0.12186521489241149
1,mirror_rotate_90,part01;part02;part03;part04,part04,150,A,1,original,20,2469,1.0,0.607380073800738,0.003875535663334143,0.007444879097107458,0.007444879097107458
1,mirror_rotate_90,part01;part02;part03;part04,part04,150,A,1,mean3,21,2469,1.0,0.607380073800738,0.005429788808885792,0.01166433488371116,0.01166433488371116
1,mirror_rotate_90,part01;part02;part03;part04,part04,150,A,1,mean5,22,2469,1.0,0.607380073800738,0.019593304114756686,0.026683313552678806,0.026683313552678806
1,mirror_rotate_90,part01;part02;part03;part04,part04,150,A,2,original,23,4015,1.0,0.9876998769987699,0.022225002943837897,-0.012829180996350976,0.012829180996350976
1,mirror_rotate_90,part01;part02;part03;part04,part04,150,A,2,mean3,24,4015,1.0,0.9876998769987699,0.030723272904800626,-0.00883562090606946,0.00883562090606946
1,mirror_rotate_90,part01;part02;part03;part04,part04,150,A,2,mean5,25,4015,1.0,0.9876998769987699,0.04000952495309582,0.0057307896510107245,0.0057307896510107245
1,mirror_rotate_90,part01;part02;part03;part04,part04,150,A,3,original,26,4064,1.0,0.9997539975399754,-0.012024353129088618,-0.01750489061554397,0.01750489061554397
1,mirror_rotate_90,part01;part02;part03;part04,part04,150,A,3,mean3,27,4064,1.0,0.9997539975399754,-0.009644293612385368,-0.01585695125567461,0.01585695125567461
1,mirror_rotate_90,part01;part02;part03;part04,part04,150,A,3,mean5,28,4064,1.0,0.9997539975399754,-0.013480615375808922,-0.018546807029827615,0.018546807029827615
1,mirror_rotate_90,part01;part02;part03;part04,part04,150,B,1,original,29,1939,1.0,0.47699876998769986,-0.16803922966328266,-0.11125994415826833,0.11125994415826833
1,mirror_rotate_90,part01;part02;part03;part04,part04,150,B,1,mean3,30,1939,1.0,0.47699876998769986,-0.17978713071907682,-0.1336837735144741,0.1336837735144741
1,mirror_rotate_90,part01;part02;part03;part04,part04,150,B,1,mean5,31,1939,1.0,0.47699876998769986,-0.19623184604778757,-0.14679415527946799,0.14679415527946799
1,mirror_rotate_90,part01;part02;part03;part04,part04,150,B,2,original,32,3940,1.0,0.9692496924969249,-0.04230135489807007,-0.03201460843453805,0.03201460843453805
1,mirror_rotate_90,part01;part02;part03;part04,part04,150,B,2,mean3,33,3940,1.0,0.9692496924969249,-0.044437576490029426,-0.030729582034561873,0.030729582034561873
1,mirror_rotate_90,part01;part02;part03;part04,part04,150,B,2,mean5,34,3940,1.0,0.9692496924969249,-0.048808541654560805,-0.031875356988140466,0.031875356988140466
1,mirror_rotate_90,part01;part02;part03;part04,part04,150,B,3,original,35,3570,1.0,0.8782287822878229,-0.17623191587555948,-0.15170582845920738,0.15170582845920738
1,mirror_rotate_90,part01;part02;part03;part04,part04,150,B,3,mean3,36,3570,1.0,0.8782287822878229,-0.184206808723987,-0.1567052748427494,0.1567052748427494
1,mirror_rotate_90,part01;part02;part03;part04,part04,150,B,3,mean5,37,3570,1.0,0.8782287822878229,-0.1895552992410038,-0.16088775962839572,0.16088775962839572
2,mirror_rotate_270,part04;part03;part02;part01,part04,25,A,1,original,20,123,1.0,0.019333542911034268,-0.08011439116928777,-0.08160077147504814,0.08160077147504814
2,mirror_rotate_270,part04;part03;part02;part01,part04,25,A,1,mean3,21,123,1.0,0.019333542911034268,-0.10864904075377428,-0.10378351392204214,0.10378351392204214
2,mirror_rotate_270,part04;part03;part02;part01,part04,25,A,1,mean5,22,123,1.0,0.019333542911034268,-0.16841810228482615,-0.18690867501930505,0.18690867501930505
2,mirror_rotate_270,part04;part03;part02;part01,part04,25,A,2,original,23,2048,1.0,0.3219113486325055,0.04264325902424873,0.03478125594717239,0.03478125594717239
2,mirror_rotate_270,part04;part03;part02;part01,part04,25,A,2,mean3,24,2048,1.0,0.3219113486325055,0.03958416060369446,0.034191214336861585,0.034191214336861585
2,mirror_rotate_270,part04;part03;part02;part01,part04,25,A,2,mean5,25,2048,1.0,0.3219113486325055,0.04639778955452678,0.043606715677612505,0.043606715677612505
2,mirror_rotate_270,part04;part03;part02;part01,part04,25,A,3,original,26,6362,1.0,1.0,-0.013334057203979652,-0.01549331654864406,0.01549331654864406
2,mirror_rotate_270,part04;part03;part02;part01,part04,25,A,3,mean3,27,6362,1.0,1.0,-0.015221196257191408,-0.017822355313122762,0.017822355313122762
2,mirror_rotate_270,part04;part03;part02;part01,part04,25,A,3,mean5,28,6362,1.0,1.0,-0.014129299084020481,-0.01711017354072833,0.01711017354072833
2,mirror_rotate_270,part04;part03;part02;part01,part04,25,B,1,original,29,3645,1.0,0.572933039924552,0.2476568506548399,0.25378872381330914,0.25378872381330914
2,mirror_rotate_270,part04;part03;part02;part01,part04,25,B,1,mean3,30,3645,1.0,0.572933039924552,0.2629246144627498,0.2706596883329674,0.2706596883329674
2,mirror_rotate_270,part04;part03;part02;part01,part04,25,B,1,mean5,31,3645,1.0,0.572933039924552,0.2829491628748413,0.2902082860589195,0.2902082860589195
2,mirror_rotate_270,part04;part03;part02;part01,part04,25,B,2,original,32,6029,1.0,0.947657969192078,0.6207414424204469,0.6446564547777858,0.6446564547777858
2,mirror_rotate_270,part04;part03;part02;part01,part04,25,B,2,mean3,33,6029,1.0,0.947657969192078,0.6378307468307681,0.6591939108309421,0.6591939108309421
2,mirror_rotate_270,part04;part03;part02;part01,part04,25,B,2,mean5,34,6029,1.0,0.947657969192078,0.6584731928082377,0.6776921027020923,0.6776921027020923
2,mirror_rotate_270,part04;part03;part02;part01,part04,25,B,3,original,35,6354,1.0,0.9987425337944043,0.7118152014143329,0.7139541219970091,0.7139541219970091
2,mirror_rotate_270,part04;part03;part02;part01,part04,25,B,3,mean3,36,6354,1.0,0.9987425337944043,0.7306172147737373,0.7242436078655378,0.7242436078655378
2,mirror_rotate_270,part04;part03;part02;part01,part04,25,B,3,mean5,37,6354,1.0,0.9987425337944043,0.7496802354280746,0.735943728202057,0.735943728202057
2,mirror_rotate_270,part04;part03;part02;part01,part03,25,A,1,original,20,215,1.0,0.0337944042753851,0.03033211475422738,0.09293893690492512,0.09293893690492512
2,mirror_rotate_270,part04;part03;part02;part01,part03,25,A,1,mean3,21,215,1.0,0.0337944042753851,0.08526867013858842,0.08299277758337252,0.08299277758337252
2,mirror_rotate_270,part04;part03;part02;part01,part03,25,A,1,mean5,22,215,1.0,0.0337944042753851,0.18496361029668906,0.13878973384833904,0.13878973384833904
2,mirror_rotate_270,part04;part03;part02;part01,part03,25,A,2,original,23,4475,1.0,0.7033951587551085,0.04390521930763362,0.006450170310823697,0.006450170310823697
2,mirror_rotate_270,part04;part03;part02;part01,part03,25,A,2,mean3,24,4475,1.0,0.7033951587551085,0.043993520069802484,0.002690490593974417,0.002690490593974417
2,mirror_rotate_270,part04;part03;part02;part01,part03,25,A,2,mean5,25,4475,1.0,0.7033951587551085,0.04904923478636085,0.005382213336867378,0.005382213336867378
2,mirror_rotate_270,part04;part03;part02;part01,part03,25,A,3,original,26,6362,1.0,1.0,-0.044342286910712535,-0.03864489541799482,0.03864489541799482
2,mirror_rotate_270,part04;part03;part02;part01,part03,25,A,3,mean3,27,6362,1.0,1.0,-0.04605221302490061,-0.04006610177529638,0.04006610177529638
2,mirror_rotate_270,part04;part03;part02;part01,part03,25,A,3,mean5,28,6362,1.0,1.0,-0.046124570031230924,-0.036144001999436834,0.036144001999436834
2,mirror_rotate_270,part04;part03;part02;part01,part03,25,B,1,original,29,4633,1.0,0.7282301163156241,0.1745497584246827,0.1401332830870505,0.1401332830870505
2,mirror_rotate_270,part04;part03;part02;part01,part03,25,B,1,mean3,30,4633,1.0,0.7282301163156241,0.1878174573669247,0.14657681979280557,0.14657681979280557
2,mirror_rotate_270,part04;part03;part02;part01,part03,25,B,1,mean5,31,4633,1.0,0.7282301163156241,0.2079097700254616,0.15864851223901394,0.15864851223901394
2,mirror_rotate_270,part04;part03;part02;part01,part03,25,B,2,original,32,6290,1.0,0.9886828041496385,0.582835055163412,0.557623121172132,0.557623121172132
2,mirror_rotate_270,part04;part03;part02;part01,part03,25,B,2,mean3,33,6290,1.0,0.9886828041496385,0.6019663087843007,0.5700928893095403,0.5700928893095403
2,mirror_rotate_270,part04;part03;part02;part01,part03,25,B,2,mean5,34,6290,1.0,0.9886828041496385,0.6228255292945563,0.585699997083581,0.585699997083581
2,mirror_rotate_270,part04;part03;part02;part01,part03,25,B,3,original,35,6356,1.0,0.9990569003458032,0.5515619186485003,0.5952787685352882,0.5952787685352882
2,mirror_rotate_270,part04;part03;part02;part01,part03,25,B,3,mean3,36,6356,1.0,0.9990569003458032,0.5648811675400912,0.6054373703780666,0.6054373703780666
2,mirror_rotate_270,part04;part03;part02;part01,part03,25,B,3,mean5,37,6356,1.0,0.9990569003458032,0.5847278906982731,0.617763436955406,0.617763436955406
2,mirror_rotate_270,part04;part03;part02;part01,part02,25,A,1,original,20,935,1.0,0.14696636277900033,-0.02818612940290217,-0.04999806344869148,0.04999806344869148
2,mirror_rotate_270,part04;part03;part02;part01,part02,25,A,1,mean3,21,935,1.0,0.14696636277900033,-0.03572596557484763,-0.03349757472805855,0.03349757472805855
2,mirror_rotate_270,part04;part03;part02;part01,part02,25,A,1,mean5,22,935,1.0,0.14696636277900033,-0.03213328067295925,-0.021534333793991486,0.021534333793991486
2,mirror_rotate_270,part04;part03;part02;part01,part02,25,A,2,original,23,5763,1.0,0.9058472178560201,0.026539990567632052,0.005161123208387248,0.005161123208387248
2,mirror_rotate_270,part04;part03;part02;part01,part02,25,A,2,mean3,24,5763,1.0,0.9058472178560201,0.026963787494372095,0.009662139139654325,0.009662139139654325
2,mirror_rotate_270,part04;part03;part02;part01,part02,25,A,2,mean5,25,5763,1.0,0.9058472178560201,0.025702535564163874,0.016728978444820165,0.016728978444820165
2,mirror_rotate_270,part04;part03;part02;part01,part02,25,A,3,original,26,6362,1.0,1.0,0.036236392335275786,0.028009989950071465,0.028009989950071465
2,mirror_rotate_270,part04;part03;part02;part01,part02,25,A,3,mean3,27,6362,1.0,1.0,0.04020839251156006,0.027862705853127775,0.027862705853127775
2,mirror_rotate_270,part04;part03;part02;part01,part02,25,A,3,mean5,28,6362,1.0,1.0,0.03830797600551737,0.027575628235917055,0.027575628235917055
2,mirror_rotate_270,part04;part03;part02;part01,part02,25,B,1,original,29,5086,1.0,0.7994341402074819,0.42084601969494806,0.3697632070029269,0.3697632070029269
2,mirror_rotate_270,part04;part03;part02;part01,part02,25,B,1,mean3,30,5086,1.0,0.7994341402074819,0.4315111268983106,0.3800549402131517,0.3800549402131517
2,mirror_rotate_270,part04;part03;part02;part01,part02,25,B,1,mean5,31,5086,1.0,0.7994341402074819,0.44776281430629733,0.39674802710509705,0.39674802710509705
2,mirror_rotate_270,part04;part03;part02;part01,part02,25,B,2,original,32,6343,1.0,0.9970135177617101,0.5324418959727237,0.5849026936407657,0.5849026936407657
2,mirror_rotate_270,part04;part03;part02;part01,part02,25,B,2,mean3,33,6343,1.0,0.9970135177617101,0.5471223331484084,0.5985260929442677,0.5985260929442677
2,mirror_rotate_270,part04;part03;part02;part01,part02,25,B,2,mean5,34,6343,1.0,0.9970135177617101,0.5706436367742301,0.6139396751613712,0.6139396751613712
2,mirror_rotate_270,part04;part03;part02;part01,part02,25,B,3,original,35,6352,1.0,0.9984281672430053,0.4392653628138645,0.4737226521933575,0.4737226521933575
2,mirror_rotate_270,part04;part03;part02;part01,part02,25,B,3,mean3,36,6352,1.0,0.9984281672430053,0.45100601135403784,0.4883221950564513,0.4883221950564513
2,mirror_rotate_270,part04;part03;part02;part01,part02,25,B,3,mean5,37,6352,1.0,0.9984281672430053,0.4678632369757144,0.5033249814055286,0.5033249814055286
2,mirror_rotate_270,part04;part03;part02;part01,part01,25,A,1,original,20,3684,1.0,0.5790631876768312,0.007726373389053707,0.014767551044591671,0.014767551044591671
2,mirror_rotate_270,part04;part03;part02;part01,part01,25,A,1,mean3,21,3684,1.0,0.5790631876768312,0.005380311354744615,0.017488256589858725,0.017488256589858725
2,mirror_rotate_270,part04;part03;part02;part01,part01,25,A,1,mean5,22,3684,1.0,0.5790631876768312,0.007426235670452819,0.021061494520796368,0.021061494520796368
2,mirror_rotate_270,part04;part03;part02;part01,part01,25,A,2,original,23,6230,1.0,0.9792518076076705,0.036719343259632824,0.02713094657656132,0.02713094657656132
2,mirror_rotate_270,part04;part03;part02;part01,part01,25,A,2,mean3,24,6230,1.0,0.9792518076076705,0.04100027117585967,0.026710254713255773,0.026710254713255773
2,mirror_rotate_270,part04;part03;part02;part01,part01,25,A,2,mean5,25,6230,1.0,0.9792518076076705,0.050503307644884365,0.02954382852298975,0.02954382852298975
2,mirror_rotate_270,part04;part03;part02;part01,part01,25,A,3,original,26,6361,1.0,0.9998428167243005,0.026208493753522,0.02075824908276326,0.02075824908276326
2,mirror_rotate_270,part04;part03;part02;part01,part01,25,A,3,mean3,27,6361,1.0,0.9998428167243005,0.038086396843818184,0.03391854774691383,0.03391854774691383
2,mirror_rotate_270,part04;part03;part02;part01,part01,25,A,3,mean5,28,6361,1.0,0.9998428167243005,0.054669323910031556,0.05404645892223785,0.05404645892223785
2,mirror_rotate_270,part04;part03;part02;part01,part01,25,B,1,original,29,5286,1.0,0.8308707953473751,0.4469048412759619,0.2951305319542469,0.2951305319542469
2,mirror_rotate_270,part04;part03;part02;part01,part01,25,B,1,mean3,30,5286,1.0,0.8308707953473751,0.4596331988661062,0.3098363454737342,0.3098363454737342
2,mirror_rotate_270,part04;part03;part02;part01,part01,25,B,1,mean5,31,5286,1.0,0.8308707953473751,0.47823340705230893,0.33472768578615797,0.33472768578615797
2,mirror_rotate_270,part04;part03;part02;part01,part01,25,B,2,original,32,6353,1.0,0.9985853505187048,0.5451594709003028,0.5586941495436847,0.5586941495436847
2,mirror_rotate_270,part04;part03;part02;part01,part01,25,B,2,mean3,33,6353,1.0,0.9985853505187048,0.5677656162679948,0.57841708924646,0.57841708924646
2,mirror_rotate_270,part04;part03;part02;part01,part01,25,B,2,mean5,34,6353,1.0,0.9985853505187048,0.5939962579912542,0.6011938963684467,0.6011938963684467
2,mirror_rotate_270,part04;part03;part02;part01,part01,25,B,3,original,35,6265,1.0,0.9847532222571519,0.5111656297773213,0.5477102362811482,0.5477102362811482
2,mirror_rotate_270,part04;part03;part02;part01,part01,25,B,3,mean3,36,6265,1.0,0.9847532222571519,0.5193199981250192,0.5599984572308743,0.5599984572308743
2,mirror_rotate_270,part04;part03;part02;part01,part01,25,B,3,mean5,37,6265,1.0,0.9847532222571519,0.5366904517733164,0.5721684648234576,0.5721684648234576
2,mirror_rotate_270,part04;part03;part02;part01,part04,50,A,1,original,20,163,1.0,0.03052434456928839,0.005717498450453074,-0.01284613968200109,0.01284613968200109
2,mirror_rotate_270,part04;part03;part02;part01,part04,50,A,1,mean3,21,163,1.0,0.03052434456928839,0.04994343131211671,0.02367158357295976,0.02367158357295976
2,mirror_rotate_270,part04;part03;part02;part01,part04,50,A,1,mean5,22,163,1.0,0.03052434456928839,0.04216814734933461,0.029588587385624806,0.029588587385624806
