image_lattice_col_index_0_to_49,image_lattice_row_index_0_to_49,predicted_x_px,predicted_y_px,predicted_in_sensor,assigned_in_v3,assigned_source_candidate_index,assigned_raw_x_px,assigned_raw_y_px,nearest_fresh_detector_candidate_distance_px,fresh_detector_candidate_within_v3_assignment_bound,local_mean_darkness_0_to_1
3,3,1482.7277821543726,833.2565857766656,True,True,473,1483.3446662394506,834.0791710481249,2.3907401877752634,True,0.7197278911564626
4,3,1482.6932013307112,849.4367189244274,True,False,,,,15.608126449142047,False,0.7230092036814726
5,3,1482.6586156862124,865.6191077091181,True,False,,,,22.900108817921584,False,0.7333333333333334
6,3,1482.6240252198693,881.803752602451,True,False,,,,13.7999118048948,False,0.7377350940376151
7,3,1482.5894299306724,897.9906540762703,True,False,,,,19.504127955961355,False,0.7378951580632254
8,3,1482.5548298176134,914.1798126025523,True,False,,,,11.556228826310248,False,0.7369347739095639
9,3,1482.520224879683,930.3712286534046,True,True,1496,1482.7312345621312,930.3304576761169,2.017424701600344,True,0.7384553821528612
10,3,1482.485615115872,946.5649027010666,True,True,1291,1482.6720873703473,947.4432484762251,2.86758791191281,True,0.7443777511004401
11,3,1482.4510005251711,962.7608352179095,True,True,1263,1482.5771846209407,964.2856514138678,3.285359783782844,True,0.7460584233693477
12,3,1482.4163811065703,978.9590266764363,True,False,,,,12.945848107007414,False,0.7486194477791116
13,3,1482.3817568590591,995.1594775492816,True,True,1596,1482.5199219542203,996.3569936879487,2.9070246600872722,True,0.7512605042016807
14,3,1482.3471277816275,1011.3621883092121,True,False,,,,12.72598649866553,False,0.7518207282913165
15,3,1482.3124938732649,1027.5671594291261,True,True,1238,1482.207574480218,1028.5810240662145,2.7642998047693124,True,0.7571828731492597
16,3,1482.27785513296,1043.7743913820545,True,False,,,,13.833537930943432,False,0.7617446978791517
17,3,1482.2432115597016,1059.9838846411592,True,True,974,1482.167776093919,1059.3521583038375,2.341233275776497,True,0.7622248899559824
18,3,1482.2085631524783,1076.1956396797348,True,True,1579,1482.2334842641058,1075.4473229496825,2.333924995975855,True,0.763265306122449
19,3,1482.1739099102783,1092.4096569712083,True,False,,,,15.364048577251227,False,0.7623849539815927
20,3,1482.139251832089,1108.6259369891382,True,False,,,,20.2005571075135,False,0.7712685074029612
21,3,1482.1045889168988,1124.844480207215,True,False,,,,15.370090240390267,False,0.7720688275310124
